sensors/imu,2014-11-23 02:14:41,15.36,-30.72,248.83,-10.17,13.83,78.17,-122.53,-3.33,-7.36
sensors/imu,2014-11-23 02:14:41,15.36,-30.72,248.83,-10.33,13.67,78.17,-122.52,-3.32,-7.35
sensors/imu,2014-11-23 02:14:41,16.38,-31.74,247.81,-9.67,13.5,78.0,-122.53,-3.31,-7.35
sensors/imu,2014-11-23 02:14:41,16.38,-32.77,247.81,-10.0,13.5,78.33,-122.51,-3.32,-7.36
sensors/imu,2014-11-23 02:14:41,15.36,-29.7,248.83,-10.33,13.17,78.17,-122.5,-3.34,-7.4
sensors/imu,2014-11-23 02:14:41,14.34,-31.74,247.81,-10.17,13.5,78.17,-122.52,-3.33,-7.37
sensors/imu,2014-11-23 02:14:41,15.36,-30.72,248.83,-9.67,13.5,78.0,-122.53,-3.29,-7.39
sensors/imu,2014-11-23 02:14:41,15.36,-30.72,247.81,-10.17,13.83,78.0,-122.51,-3.29,-7.38
sensors/imu,2014-11-23 02:14:41,15.36,-30.72,248.83,-9.67,14.0,78.17,-122.5,-3.28,-7.37
sensors/imu,2014-11-23 02:14:41,16.38,-31.74,248.83,-10.0,13.33,78.17,-122.47,-3.28,-7.36
sensors/imu,2014-11-23 02:14:41,15.36,-30.72,247.81,-10.17,13.33,78.5,-122.47,-3.29,-7.37
sensors/imu,2014-11-23 02:14:41,16.38,-30.72,250.88,-9.83,13.33,78.33,-122.47,-3.29,-7.37
sensors/imu,2014-11-23 02:14:41,16.38,-31.74,247.81,-9.83,13.67,78.17,-122.47,-3.3,-7.35
sensors/imu,2014-11-23 02:14:41,14.34,-30.72,247.81,-9.5,13.5,78.17,-122.45,-3.32,-7.37
sensors/imu,2014-11-23 02:14:41,15.36,-31.74,247.81,-9.83,13.33,78.67,-122.42,-3.29,-7.36
sensors/imu,2014-11-23 02:14:41,16.38,-31.74,249.86,-10.0,13.67,77.83,-122.42,-3.28,-7.38
sensors/imu,2014-11-23 02:14:41,15.36,-30.72,247.81,-9.83,14.0,78.17,-122.41,-3.3,-7.39
sensors/imu,2014-11-23 02:14:41,14.34,-30.72,248.83,-10.5,13.67,77.83,-122.38,-3.29,-7.38
sensors/imu,2014-11-23 02:14:41,16.38,-31.74,248.83,-10.17,13.83,78.17,-122.4,-3.26,-7.37
sensors/imu,2014-11-23 02:14:41,15.36,-31.74,247.81,-10.83,13.5,78.33,-122.39,-3.28,-7.38
sensors/imu,2014-11-23 02:14:41,15.36,-31.74,249.86,-9.83,13.5,78.17,-122.42,-3.27,-7.4
sensors/imu,2014-11-23 02:14:41,16.38,-31.74,249.86,-10.17,13.5,78.0,-122.41,-3.27,-7.4
sensors/imu,2014-11-23 02:14:41,16.38,-31.74,249.86,-9.83,13.33,78.33,-122.41,-3.29,-7.41
sensors/imu,2014-11-23 02:14:41,15.36,-32.77,248.83,-10.0,13.5,78.0,-122.4,-3.3,-7.42
sensors/imu,2014-11-23 02:14:41,15.36,-30.72,247.81,-10.17,13.17,78.33,-122.39,-3.29,-7.45
sensors/imu,2014-11-23 02:14:41,15.36,-30.72,249.86,-10.0,13.67,78.17,-122.4,-3.29,-7.43
sensors/imu,2014-11-23 02:14:41,15.36,-30.72,247.81,-10.0,13.33,78.17,-122.4,-3.28,-7.41
sensors/imu,2014-11-23 02:14:41,16.38,-32.77,248.83,-10.0,14.0,78.17,-122.4,-3.28,-7.4
sensors/imu,2014-11-23 02:14:41,16.38,-31.74,248.83,-9.83,13.67,77.83,-122.38,-3.29,-7.43
sensors/imu,2014-11-23 02:14:41,15.36,-32.77,247.81,-10.0,13.33,77.67,-122.36,-3.31,-7.44
sensors/imu,2014-11-23 02:14:41,15.36,-30.72,246.78,-9.83,13.5,78.33,-122.36,-3.3,-7.47
sensors/imu,2014-11-23 02:14:41,15.36,-30.72,247.81,-10.5,13.83,77.67,-122.35,-3.3,-7.46
sensors/imu,2014-11-23 02:14:41,16.38,-31.74,248.83,-10.33,13.17,78.67,-122.36,-3.29,-7.44
sensors/imu,2014-11-23 02:14:41,15.36,-31.74,248.83,-10.33,13.5,77.83,-122.37,-3.31,-7.45
sensors/imu,2014-11-23 02:14:41,16.38,-31.74,247.81,-9.67,13.5,77.83,-122.38,-3.3,-7.45
sensors/imu,2014-11-23 02:14:41,16.38,-31.74,247.81,-9.5,13.67,77.83,-122.36,-3.32,-7.46
sensors/imu,2014-11-23 02:14:41,16.38,-30.72,246.78,-10.17,13.5,78.17,-122.33,-3.33,-7.47
sensors/imu,2014-11-23 02:14:41,16.38,-31.74,247.81,-10.33,13.17,77.83,-122.33,-3.35,-7.45
sensors/imu,2014-11-23 02:14:41,15.36,-31.74,247.81,-10.17,13.67,78.0,-122.36,-3.36,-7.46
sensors/imu,2014-11-23 02:14:42,15.36,-30.72,249.86,-10.17,14.0,77.67,-122.36,-3.35,-7.47
